"URL","HTTP_STATUS","FINAL_URL","INTERNAL_LINK_COUNT","CANONICAL","ROBOTS_META","H1_COUNT","PRELAUNCH_CURTAIN","SAFE_LINK_MASK"
"https://jungle.tibaldo.fr/plantes/monstera/esqueleto","200","https://jungle.tibaldo.fr/plantes/monstera/esqueleto","71","https://jungle.tibaldo.fr/plantes/monstera/esqueleto","","1","YES","PRESENT_IN_HTML_OR_ASSET_GRAPH"
"https://jungle.tibaldo.fr/plantes/pilea/cadierei","200","https://jungle.tibaldo.fr/plantes/pilea/cadierei","70","https://jungle.tibaldo.fr/plantes/pilea/cadierei","","1","YES","PRESENT_IN_HTML_OR_ASSET_GRAPH"
"https://jungle.tibaldo.fr/plantes/colocasia/esculenta-eddo","200","https://jungle.tibaldo.fr/plantes/colocasia/esculenta-eddo","71","https://jungle.tibaldo.fr/plantes/colocasia/esculenta-eddo","","1","YES","PRESENT_IN_HTML_OR_ASSET_GRAPH"
"https://jungle.tibaldo.fr/plantes/yucca/rostrata","200","https://jungle.tibaldo.fr/plantes/yucca/rostrata","70","https://jungle.tibaldo.fr/plantes/yucca/rostrata","","1","YES","PRESENT_IN_HTML_OR_ASSET_GRAPH"
"https://jungle.tibaldo.fr/plantes/aloe/vera","200","https://jungle.tibaldo.fr/plantes/aloe/vera","70","https://jungle.tibaldo.fr/plantes/aloe/vera","","1","YES","PRESENT_IN_HTML_OR_ASSET_GRAPH"
"https://jungle.tibaldo.fr/plantes/chlorophytum/comosum","200","https://jungle.tibaldo.fr/plantes/chlorophytum/comosum","70","https://jungle.tibaldo.fr/plantes/chlorophytum/comosum","","1","YES","PRESENT_IN_HTML_OR_ASSET_GRAPH"
"https://jungle.tibaldo.fr/plantes/plumeria/rubra","200","https://jungle.tibaldo.fr/plantes/plumeria/rubra","70","https://jungle.tibaldo.fr/plantes/plumeria/rubra","","1","YES","PRESENT_IN_HTML_OR_ASSET_GRAPH"
"https://jungle.tibaldo.fr/plantes/equisetum/japonicum","200","https://jungle.tibaldo.fr/plantes/equisetum/japonicum","70","https://jungle.tibaldo.fr/plantes/equisetum/japonicum","","1","YES","PRESENT_IN_HTML_OR_ASSET_GRAPH"
"https://jungle.tibaldo.fr/plantes/monstera/dubia","200","https://jungle.tibaldo.fr/plantes/monstera/dubia","71","https://jungle.tibaldo.fr/plantes/monstera/dubia","","1","YES","PRESENT_IN_HTML_OR_ASSET_GRAPH"
"https://jungle.tibaldo.fr/plantes/monstera/siltepecana","200","https://jungle.tibaldo.fr/plantes/monstera/siltepecana","71","https://jungle.tibaldo.fr/plantes/monstera/siltepecana","","1","YES","PRESENT_IN_HTML_OR_ASSET_GRAPH"
"https://jungle.tibaldo.fr/plantes/monstera/obliqua","200","https://jungle.tibaldo.fr/plantes/monstera/obliqua","71","https://jungle.tibaldo.fr/plantes/monstera/obliqua","","1","YES","PRESENT_IN_HTML_OR_ASSET_GRAPH"
"https://jungle.tibaldo.fr/plantes/monstera/pinnatipartita","200","https://jungle.tibaldo.fr/plantes/monstera/pinnatipartita","71","https://jungle.tibaldo.fr/plantes/monstera/pinnatipartita","","1","YES","PRESENT_IN_HTML_OR_ASSET_GRAPH"
