"URL","TYPE_PAGE","FAMILLE","GENRE","ESPECE","CULTIVAR","PHOTO_HERO","PHOTO_CARTE","PHOTO_FEUILLE","PHOTO_HUB","PHOTO_SOURCE","PHOTO_RIGHTS_STATUS","PLACEHOLDER","PHOTO_SUSPECTE","CONTENU_COMPLET","LIENS_INTERNES","PRIORITE","HTTP_STATUS","CANONICAL","H1_COUNT"
"https://jungle.tibaldo.fr/conseils/pot-perce-cache-pot-coupelle","OTHER_JUNGLE_CONTENT","","","","","NOT_AUDITED_AS_BOTANICAL_MEDIA","","","","","OUT_OF_BOTANICAL_MEDIA_SCOPE","OUT_OF_SCOPE","NO","HTTP_AND_STRUCTURE_PRESENT","61","OUT_OF_MEDIA_SCOPE","200","https://jungle.tibaldo.fr/conseils/pot-perce-cache-pot-coupelle","1"
"https://jungle.tibaldo.fr/conseils/engrais-plantes-interieur","OTHER_JUNGLE_CONTENT","","","","","NOT_AUDITED_AS_BOTANICAL_MEDIA","","","","","OUT_OF_BOTANICAL_MEDIA_SCOPE","OUT_OF_SCOPE","NO","HTTP_AND_STRUCTURE_PRESENT","61","OUT_OF_MEDIA_SCOPE","200","https://jungle.tibaldo.fr/conseils/engrais-plantes-interieur","1"
"https://jungle.tibaldo.fr/conseils/plantes-interieur-hiver","OTHER_JUNGLE_CONTENT","","","","","NOT_AUDITED_AS_BOTANICAL_MEDIA","","","","","OUT_OF_BOTANICAL_MEDIA_SCOPE","OUT_OF_SCOPE","NO","HTTP_AND_STRUCTURE_PRESENT","61","OUT_OF_MEDIA_SCOPE","200","https://jungle.tibaldo.fr/conseils/plantes-interieur-hiver","1"
"https://jungle.tibaldo.fr/conseils/humidite-plantes-tropicales","OTHER_JUNGLE_CONTENT","","","","","NOT_AUDITED_AS_BOTANICAL_MEDIA","","","","","OUT_OF_BOTANICAL_MEDIA_SCOPE","OUT_OF_SCOPE","NO","HTTP_AND_STRUCTURE_PRESENT","61","OUT_OF_MEDIA_SCOPE","200","https://jungle.tibaldo.fr/conseils/humidite-plantes-tropicales","1"
"https://jungle.tibaldo.fr/conseils/araignees-rouges-plantes","OTHER_JUNGLE_CONTENT","","","","","NOT_AUDITED_AS_BOTANICAL_MEDIA","","","","","OUT_OF_BOTANICAL_MEDIA_SCOPE","OUT_OF_SCOPE","NO","HTTP_AND_STRUCTURE_PRESENT","61","OUT_OF_MEDIA_SCOPE","200","https://jungle.tibaldo.fr/conseils/araignees-rouges-plantes","1"
"https://jungle.tibaldo.fr/conseils/choisir-plante-selon-piece","OTHER_JUNGLE_CONTENT","","","","","NOT_AUDITED_AS_BOTANICAL_MEDIA","","","","","OUT_OF_BOTANICAL_MEDIA_SCOPE","OUT_OF_SCOPE","NO","HTTP_AND_STRUCTURE_PRESENT","61","OUT_OF_MEDIA_SCOPE","200","https://jungle.tibaldo.fr/conseils/choisir-plante-selon-piece","1"
"https://jungle.tibaldo.fr/conseils/nettoyer-feuilles-plantes","OTHER_JUNGLE_CONTENT","","","","","NOT_AUDITED_AS_BOTANICAL_MEDIA","","","","","OUT_OF_BOTANICAL_MEDIA_SCOPE","OUT_OF_SCOPE","NO","HTTP_AND_STRUCTURE_PRESENT","61","OUT_OF_MEDIA_SCOPE","200","https://jungle.tibaldo.fr/conseils/nettoyer-feuilles-plantes","1"
"https://jungle.tibaldo.fr/fleurs/rose","OTHER_JUNGLE_CONTENT","","","","","NOT_AUDITED_AS_BOTANICAL_MEDIA","","","","","OUT_OF_BOTANICAL_MEDIA_SCOPE","OUT_OF_SCOPE","NO","HTTP_AND_STRUCTURE_PRESENT","67","OUT_OF_MEDIA_SCOPE","200","https://jungle.tibaldo.fr/fleurs/rose","1"
"https://jungle.tibaldo.fr/fleurs/pivoine","OTHER_JUNGLE_CONTENT","","","","","NOT_AUDITED_AS_BOTANICAL_MEDIA","","","","","OUT_OF_BOTANICAL_MEDIA_SCOPE","OUT_OF_SCOPE","NO","HTTP_AND_STRUCTURE_PRESENT","67","OUT_OF_MEDIA_SCOPE","200","https://jungle.tibaldo.fr/fleurs/pivoine","1"
"https://jungle.tibaldo.fr/fleurs/gypsophile","OTHER_JUNGLE_CONTENT","","","","","NOT_AUDITED_AS_BOTANICAL_MEDIA","","","","","OUT_OF_BOTANICAL_MEDIA_SCOPE","OUT_OF_SCOPE","NO","HTTP_AND_STRUCTURE_PRESENT","67","OUT_OF_MEDIA_SCOPE","200","https://jungle.tibaldo.fr/fleurs/gypsophile","1"
"https://jungle.tibaldo.fr/fleurs/hortensia","OTHER_JUNGLE_CONTENT","","","","","NOT_AUDITED_AS_BOTANICAL_MEDIA","","","","","OUT_OF_BOTANICAL_MEDIA_SCOPE","OUT_OF_SCOPE","NO","HTTP_AND_STRUCTURE_PRESENT","67","OUT_OF_MEDIA_SCOPE","200","https://jungle.tibaldo.fr/fleurs/hortensia","1"
"https://jungle.tibaldo.fr/fleurs/renoncule","OTHER_JUNGLE_CONTENT","","","","","NOT_AUDITED_AS_BOTANICAL_MEDIA","","","","","OUT_OF_BOTANICAL_MEDIA_SCOPE","OUT_OF_SCOPE","NO","HTTP_AND_STRUCTURE_PRESENT","67","OUT_OF_MEDIA_SCOPE","200","https://jungle.tibaldo.fr/fleurs/renoncule","1"
"https://jungle.tibaldo.fr/substrats/terreau-signature","OTHER_JUNGLE_CONTENT","","","","","NOT_AUDITED_AS_BOTANICAL_MEDIA","","","","","OUT_OF_BOTANICAL_MEDIA_SCOPE","OUT_OF_SCOPE","NO","HTTP_AND_STRUCTURE_PRESENT","64","OUT_OF_MEDIA_SCOPE","200","https://jungle.tibaldo.fr/substrats/terreau-signature","1"
"https://jungle.tibaldo.fr/substrats/ecorce-de-pin","OTHER_JUNGLE_CONTENT","","","","","NOT_AUDITED_AS_BOTANICAL_MEDIA","","","","","OUT_OF_BOTANICAL_MEDIA_SCOPE","OUT_OF_SCOPE","NO","HTTP_AND_STRUCTURE_PRESENT","64","OUT_OF_MEDIA_SCOPE","200","https://jungle.tibaldo.fr/substrats/ecorce-de-pin","1"
"https://jungle.tibaldo.fr/substrats/chips-coco","OTHER_JUNGLE_CONTENT","","","","","NOT_AUDITED_AS_BOTANICAL_MEDIA","","","","","OUT_OF_BOTANICAL_MEDIA_SCOPE","OUT_OF_SCOPE","NO","HTTP_AND_STRUCTURE_PRESENT","64","OUT_OF_MEDIA_SCOPE","200","https://jungle.tibaldo.fr/substrats/chips-coco","1"
"https://jungle.tibaldo.fr/substrats/perlite","OTHER_JUNGLE_CONTENT","","","","","NOT_AUDITED_AS_BOTANICAL_MEDIA","","","","","OUT_OF_BOTANICAL_MEDIA_SCOPE","OUT_OF_SCOPE","NO","HTTP_AND_STRUCTURE_PRESENT","64","OUT_OF_MEDIA_SCOPE","200","https://jungle.tibaldo.fr/substrats/perlite","1"
"https://jungle.tibaldo.fr/substrats/sphaigne-sechee","OTHER_JUNGLE_CONTENT","","","","","NOT_AUDITED_AS_BOTANICAL_MEDIA","","","","","OUT_OF_BOTANICAL_MEDIA_SCOPE","OUT_OF_SCOPE","NO","HTTP_AND_STRUCTURE_PRESENT","64","OUT_OF_MEDIA_SCOPE","200","https://jungle.tibaldo.fr/substrats/sphaigne-sechee","1"
"https://jungle.tibaldo.fr/substrats/charbon-actif","OTHER_JUNGLE_CONTENT","","","","","NOT_AUDITED_AS_BOTANICAL_MEDIA","","","","","OUT_OF_BOTANICAL_MEDIA_SCOPE","OUT_OF_SCOPE","NO","HTTP_AND_STRUCTURE_PRESENT","64","OUT_OF_MEDIA_SCOPE","200","https://jungle.tibaldo.fr/substrats/charbon-actif","1"
"https://jungle.tibaldo.fr/substrats/billes-argile","OTHER_JUNGLE_CONTENT","","","","","NOT_AUDITED_AS_BOTANICAL_MEDIA","","","","","OUT_OF_BOTANICAL_MEDIA_SCOPE","OUT_OF_SCOPE","NO","HTTP_AND_STRUCTURE_PRESENT","64","OUT_OF_MEDIA_SCOPE","200","https://jungle.tibaldo.fr/substrats/billes-argile","1"
"https://jungle.tibaldo.fr/substrats/vermiculite","OTHER_JUNGLE_CONTENT","","","","","NOT_AUDITED_AS_BOTANICAL_MEDIA","","","","","OUT_OF_BOTANICAL_MEDIA_SCOPE","OUT_OF_SCOPE","NO","HTTP_AND_STRUCTURE_PRESENT","64","OUT_OF_MEDIA_SCOPE","200","https://jungle.tibaldo.fr/substrats/vermiculite","1"
"https://jungle.tibaldo.fr/substrats/zeolite","OTHER_JUNGLE_CONTENT","","","","","NOT_AUDITED_AS_BOTANICAL_MEDIA","","","","","OUT_OF_BOTANICAL_MEDIA_SCOPE","OUT_OF_SCOPE","NO","HTTP_AND_STRUCTURE_PRESENT","64","OUT_OF_MEDIA_SCOPE","200","https://jungle.tibaldo.fr/substrats/zeolite","1"
"https://jungle.tibaldo.fr/plantes/agave","HUB_GENRE_OR_GROUP","","agave","","","HONEST_MEDIA_GAP","","","HONEST_MEDIA_GAP","","NO_MEDIA","YES","NO","HTTP_AND_STRUCTURE_PRESENT","64","P2_PHOTO_REQUIRED","200","https://jungle.tibaldo.fr/plantes/agave","1"
